degradation,zeta,seed,trajectory_id,finite,first_nonfinite_step,first_nonfinite_stage,max_grad_norm,max_update_to_x_ratio,update_to_x_ratio_t99,update_to_x_ratio_t80,update_to_x_ratio_t60,update_to_x_ratio_t40,update_to_x_ratio_t20,update_to_x_ratio_t0
drift_medium,0.3,42,19,True,,none,28.749216079711914,2.224104224817802,0.033159853776696384,0.07802882856942515,0.07169037299699768,0.11792923541568885,1.0267041876465481,2.1754166394294763
drift_medium,0.3,42,20,True,,none,27.035076141357422,2.071302152078757,0.12184690314184655,0.11675345265220384,0.15551693137023012,0.4261212084100966,1.0199905770958548,1.8891752004793787
drift_medium,0.3,42,21,True,,none,25.71027946472168,2.1315878902182,0.1337162098317875,0.09332977862830093,0.0831826417018809,0.1887681849376068,1.1590446666801437,1.8872565719956105
drift_medium,0.3,42,22,True,,none,28.56722068786621,2.330639563846162,0.11661536115334545,0.07312853295103652,0.0539880438946756,0.39358993485097,1.1025321076321817,2.1167740367923393
drift_medium,0.3,42,23,True,,none,29.61100196838379,2.828568436980724,0.06565526059959986,0.06019396116850604,0.05816716060169945,0.03526140020332811,1.0296855125403341,1.700574025815318
drift_medium,0.3,42,24,True,,none,27.652393341064453,2.319276128786748,0.04846951536250493,0.13028382543653258,0.07390043839907395,0.3195712754068422,1.2255537824689284,2.2824141079659337
drift_medium,0.3,42,25,True,,none,29.203126907348633,1.8042829641036298,0.1249542662810231,0.16579284763433463,0.09056028435484395,0.5830071742190763,0.8286422139640837,1.5374753883283692
drift_medium,0.3,42,26,True,,none,26.448509216308594,2.1906274782287958,0.13481193445933845,0.10348677213569711,0.12487002010173642,0.3688643387978211,1.083721067823289,1.8095380915656751
drift_medium,0.3,42,27,True,,none,26.42951011657715,2.4516283212782968,0.10694705515756238,0.11881124031312866,0.1844326211082446,0.20203474358334725,1.216699994156271,2.3848787191360223
drift_medium,0.3,42,28,True,,none,26.118362426757812,2.529777575258108,0.07808251639448749,0.06835029494052591,0.04864316327886781,0.2427657306898607,1.0923582244914325,1.7872192299735992
drift_medium,0.3,42,29,True,,none,31.382471084594727,2.167387933222294,0.10374453116984157,0.057602151548075235,0.1486891280926207,0.25480164908611197,1.7871043101599442,1.9367055865358307
drift_medium,0.3,42,30,True,,none,28.52731704711914,2.084738243272333,0.10974456356334734,0.07988203235790692,0.08401875700200623,0.24603707209805328,0.9566483438828645,1.895677840859221
drift_medium,0.3,42,31,True,,none,27.918212890625,2.6238801229094477,0.044731922151486955,0.08331165786673747,0.04307888616365655,0.32803045642927986,1.1598211515990056,1.4889702765769675
drift_medium,0.3,42,32,True,,none,28.559473037719727,2.194572384253102,0.023598216270782815,0.05005661314331888,0.039918476512926994,0.09911649186303655,0.9194122782402895,2.155873064094444
